账期,账号ID,账号,Owner账号ID,Owner账号,产品Code,产品,产品明细Code,产品明细,消费类型,消费时间,账单开始时间,账单结束时间,订单号/账单号,账单类型,官网价,优惠金额,优惠券抵扣,抹零金额,应付金额,现金支付,信用额度退款抵扣,代金券抵扣,储值卡支付金额,欠费金额,支付状态,币种
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,cdn,CDN,cdn,CDN,后付费,-,2023/9/25 2:00,2023/9/25 3:00,"2023091818024879	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,rds,云数据库 RDS,rds,关系型数据库RDS(包月),后付费,-,2023/9/25 3:00,2023/9/25 4:00,"2023091818024886	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,vod,视频点播,vod,视频点播,后付费,-,2023/9/25 2:00,2023/9/25 3:00,"2023091818024876	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,ipv6gateway,IPv6 网关,ipv6bandwidth,IPv6公网带宽（后付费）,后付费,-,2023/9/25 4:00,2023/9/25 5:00,"2023091818024877	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,polardb,云原生数据库 PolarDB,polardb_sub,POLARDB-包年包月,后付费,-,2023/9/25 4:00,2023/9/25 5:00,"2023091818024878	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,oss,对象存储,oss,对象存储OSS,后付费,-,2023/9/25 3:00,2023/9/25 4:00,"2023091818024873	",后付费账单,1.109833,0,0,0.009833,1.1,1.1,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,disk,块存储,snapshot,云服务器ECS-快照,后付费,-,2023/9/25 4:00,2023/9/25 5:00,"2023091818024871	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,vod,视频点播,vod,视频点播,后付费,-,2023/9/24 22:00,2023/9/24 23:00,"2023091818024872	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,rds,云数据库 RDS,rds,关系型数据库RDS(包月),后付费,-,2023/9/25 2:00,2023/9/25 3:00,"2023091818024862	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,eip,弹性公网IP,eip,弹性公网IP,后付费,-,2023/9/25 3:00,2023/9/25 4:00,"2023091818024870	",后付费账单,0.36,0,0,0,0.36,0.36,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,ecs,云服务器 ECS,vm,云服务器ECS-包年包月,后付费,-,2023/9/25 3:00,2023/9/25 4:00,"2023091818024868	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,disk,块存储,yundisk,云盘,后付费,-,2023/9/25 4:00,2023/9/25 5:00,"2023091818024869	",后付费账单,0.084,0,0,0.004,0.08,0.08,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,polardb,云原生数据库 PolarDB,polardb_backups_public_cn,PolarDB 备份,后付费,-,2023/9/25 3:00,2023/9/25 4:00,"2023091818024881	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,polardb,云原生数据库 PolarDB,polardb_backups_public_cn,PolarDB 备份,后付费,-,2023/9/25 3:00,2023/9/25 4:00,"2023091818024880	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,polardb,云原生数据库 PolarDB,polardb_backups_public_cn,PolarDB 备份,后付费,-,2023/9/25 3:00,2023/9/25 4:00,"2023091818024867	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,cdn,CDN,cdn,CDN,后付费,-,2023/9/25 1:00,2023/9/25 2:00,"2023091818024875	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,polardb,云原生数据库 PolarDB,polardb_sub,POLARDB-包年包月,后付费,-,2023/9/25 3:00,2023/9/25 4:00,"2023091818024861	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,ipv6gateway,IPv6 网关,ipv6bandwidth,IPv6公网带宽（后付费）,后付费,-,2023/9/25 3:00,2023/9/25 4:00,"2023091702768595	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,vod,视频点播,vod,视频点播,后付费,-,2023/9/25 1:00,2023/9/25 2:00,"2023091818024859	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,cdn,CDN,cdn,CDN,后付费,-,2023/9/25 1:00,2023/9/25 2:00,"2023091818024864	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,hdm,数据库自治服务,hdm_post_public_cn,数据库自治服务DAS（按量付费）,后付费,-,2023/9/25 3:00,2023/9/25 4:00,"2023091818024858	",后付费账单,0.269,0,0,0.009,0.26,0.26,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,oss,对象存储,oss,对象存储OSS,后付费,-,2023/9/25 2:00,2023/9/25 3:00,"2023091818024857	",后付费账单,1.162833,0,0,0.002833,1.16,1.16,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,vod,视频点播,vod,视频点播,后付费,-,2023/9/24 21:00,2023/9/24 22:00,"2023091818024860	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,disk,块存储,snapshot,云服务器ECS-快照,后付费,-,2023/9/25 3:00,2023/9/25 4:00,"2023091702768594	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,eip,弹性公网IP,eip,弹性公网IP,后付费,-,2023/9/25 2:00,2023/9/25 3:00,"2023091702768593	",后付费账单,0.36,0,0,0,0.36,0.36,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,disk,块存储,yundisk,云盘,后付费,-,2023/9/25 3:00,2023/9/25 4:00,"2023091702768590	",后付费账单,0.084,0,0,0.004,0.08,0.08,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,ecs,云服务器 ECS,vm,云服务器ECS-包年包月,后付费,-,2023/9/25 2:00,2023/9/25 3:00,"2023091702768591	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,polardb,云原生数据库 PolarDB,polardb_backups_public_cn,PolarDB 备份,后付费,-,2023/9/25 2:00,2023/9/25 3:00,"2023091818024866	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,polardb,云原生数据库 PolarDB,polardb_backups_public_cn,PolarDB 备份,后付费,-,2023/9/25 2:00,2023/9/25 3:00,"2023091818024865	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,polardb,云原生数据库 PolarDB,polardb_backups_public_cn,PolarDB 备份,后付费,-,2023/9/25 2:00,2023/9/25 3:00,"2023091702768589	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,cdn,CDN,cdn,CDN,后付费,-,2023/9/25 0:00,2023/9/25 1:00,"2023091818024863	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,cdn,CDN,cdn,CDN,后付费,-,2023/9/25 0:00,2023/9/25 1:00,"2023091702768586	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,rds,云数据库 RDS,rds,关系型数据库RDS(包月),后付费,-,2023/9/25 1:00,2023/9/25 2:00,"2023091702768582	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,polardb,云原生数据库 PolarDB,polardb_sub,POLARDB-包年包月,后付费,-,2023/9/25 2:00,2023/9/25 3:00,"2023091702768584	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,vod,视频点播,vod,视频点播,后付费,-,2023/9/24 20:00,2023/9/24 21:00,"2023091702768578	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,vod,视频点播,vod,视频点播,后付费,-,2023/9/25 0:00,2023/9/25 1:00,"2023091702768583	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,hdm,数据库自治服务,hdm_post_public_cn,数据库自治服务DAS（按量付费）,后付费,-,2023/9/25 2:00,2023/9/25 3:00,"2023091702768580	",后付费账单,0.269,0,0,0.009,0.26,0.26,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,oss,对象存储,oss,对象存储OSS,后付费,-,2023/9/25 1:00,2023/9/25 2:00,"2023091702768579	",后付费账单,1.366833,0,0,0.006833,1.36,1.36,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,ipv6gateway,IPv6 网关,ipv6bandwidth,IPv6公网带宽（后付费）,后付费,-,2023/9/25 2:00,2023/9/25 3:00,"2023091702768581	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,disk,块存储,snapshot,云服务器ECS-快照,后付费,-,2023/9/25 2:00,2023/9/25 3:00,"2023091702768577	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,eip,弹性公网IP,eip,弹性公网IP,后付费,-,2023/9/25 1:00,2023/9/25 2:00,"2023091702768576	",后付费账单,0.36,0,0,0,0.36,0.36,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,waf,Web应用防火墙,waf_captcha,验证码服务,后付费,-,2023/9/24 0:00,2023/9/25 0:00,"2023091702768203	",后付费账单,10,0,0,0,10,10,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,ecs,云服务器 ECS,vm,云服务器ECS-包年包月,后付费,-,2023/9/25 1:00,2023/9/25 2:00,"2023091702768575	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,disk,块存储,yundisk,云盘,后付费,-,2023/9/25 2:00,2023/9/25 3:00,"2023091702768574	",后付费账单,0.084,0,0,0.004,0.08,0.08,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,polardb,云原生数据库 PolarDB,polardb_backups_public_cn,PolarDB 备份,后付费,-,2023/9/25 1:00,2023/9/25 2:00,"2023091702768588	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,polardb,云原生数据库 PolarDB,polardb_backups_public_cn,PolarDB 备份,后付费,-,2023/9/25 1:00,2023/9/25 2:00,"2023091702768573	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,polardb,云原生数据库 PolarDB,polardb_backups_public_cn,PolarDB 备份,后付费,-,2023/9/25 1:00,2023/9/25 2:00,"2023091702768587	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,cdn,CDN,cdn,CDN,后付费,-,2023/9/24 23:00,2023/9/25 0:00,"2023091702768585	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,cdn,CDN,cdn,CDN,后付费,-,2023/9/24 23:00,2023/9/25 0:00,"2023091702768570	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,polardb,云原生数据库 PolarDB,polardb_sub,POLARDB-包年包月,后付费,-,2023/9/25 1:00,2023/9/25 2:00,"2023091702768567	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,vod,视频点播,vod,视频点播,后付费,-,2023/9/24 23:00,2023/9/25 0:00,"2023091702768569	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,rds,云数据库 RDS,rds,关系型数据库RDS(包月),后付费,-,2023/9/25 0:00,2023/9/25 1:00,"2023091702768566	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,hdm,数据库自治服务,hdm_post_public_cn,数据库自治服务DAS（按量付费）,后付费,-,2023/9/25 1:00,2023/9/25 2:00,"2023091702768562	",后付费账单,0.269,0,0,0.009,0.26,0.26,,0,0,0,已结清,CNY
"2023-09	","1081697022925370	",zh@kujiang.com,"1081697022925370	",zh@kujiang.com,ipv6gateway,IPv6 网关,ipv6bandwidth,IPv6公网带宽（后付费）,后付费,-,2023/9/25 1:00,2023/9/25 2:00,"2023091702768563	",后付费账单,0,0,0,0,0,0,,0,0,0,已结清,CNY
